pubmedid,title,abstract,pub_year
31870784,Glucocorticoids uncover a critical role for ASH2L on BCL-X expression regulation in leukemia cells.,"Targeting the apoptosis machinery is a promising therapeutic approach in myeloid malignancies. BCL2L1 is a well-known glucocorticoid-responsive gene and a key apoptosis regulator that, when over-expressed, can contribute to tumor development, progression and therapeutic resistance. Moreover, synthetic glucocorticoids, like dexamethasone, are frequently used in the treatment of hematopoietic diseases due to its pro-apoptotic properties. We report here that the trithorax protein ASH2L, considered one of the core subunits of H3K4-specific MLL/SET methyltransferase complexes, contributes to anti-apoptotic BCL-X",2020
31862959,The BET inhibitor GS-5829 targets chronic lymphocytic leukemia cells and their supportive microenvironment.,"Despite major improvements in treatment outcome with novel targeted therapies, such as the Bruton tyrosine kinase (BTK) inhibitor ibrutinib, chronic lymphocytic leukemia (CLL) remains incurable in the majority of patients. Activation of PI3K, NF-κB, and/or MYC has been linked to residual disease and/or resistance in ibrutinib-treated patients. These pathways can be targeted by inhibitors of bromodomain and extra-terminal (BET) proteins. Here we report about the preclinical activity of GS-5829, a novel BET inhibitor, in CLL. GS-5829 inhibited CLL cell proliferation and induced leukemia cell apoptosis through deregulation of key signaling pathways, such as BLK, AKT, ERK1/2, and MYC. IκBα modulation indicates that GS-5829 also inhibited NF-κB signaling. GS-5829-induced apoptosis resulted from an imbalance between positive (BIM) and negative regulators (BCL-X",2020
31838946,Transcriptomic analysis of patients with immune thrombocytopenia treated with eltrombopag.,"In the last years, the use of thrombopoietin receptor agonists (TPO-RA), eltrombopag and romiplostim, has improved the management of immune thrombocytopenia (ITP). Moreover, eltrombopag is also active in patients with aplastic anemia and myelodysplastic syndrome. However, their mechanisms of action and signaling pathways still remain controversial. In order to gain insight into the mechanisms underlying eltrombopag therapy, a gene expression profile (GEP) analysis in patients treated with this drug was carried out. Fourteen patients with chronic ITP were studied by means of microarrays before and during eltrombopag treatment. Median age was 78 years (range, 35-87 years); median baseline platelet count was 14 × 10",2020
31812332,Increased p16,Senescent biliary epithelial cells (BECs) may be involved in the pathophysiology of primary biliary cholangitis (PBC) by secreting senescence-associated secretory phenotypes. We examined an association of the extent of cellular senescence in BECs with clinicopathological features including response to ursodeoxycholic acid (UDCA) and a possibility of senolytic therapy in PBC.,2020
31810881,Type 1 Innate Lymphoid Cells Protect Mice from Acute Liver Injury via Interferon-γ Secretion for Upregulating Bcl-xL Expression in Hepatocytes.,"Although type 1 innate lymphoid cells (ILC1s) have been originally found as liver-resident ILCs, their pathophysiological role in the liver remains poorly investigated. Here, we demonstrated that carbon tetrachloride (CCl",2020
31801186,Heterogeneous Pattern of Dependence on Anti-Apoptotic BCL-2 Family Proteins upon CHOP Treatment in Diffuse Large B-Cell Lymphoma.,"Expression of the anti-apoptotic B-cell lymphoma 2 (BCL-2) protein in patients with diffuse large B-cell lymphoma (DLBCL) strongly correlates with resistance to standard therapy with cyclophosphamide, vincristine, doxorubicin, prednisolone, and rituximab (R-CHOP). Although studies focus mainly on the contribution of BCL-2, here we also investigate the contribution of other anti-apoptotic proteins to CHOP-therapy resistance in DLBCL. Functional dynamic BCL-2 homology (BH)3 profiling was applied to DLBCL cell lines upon CHOP treatment or single CHOP compounds. Cell-specific anti-apoptotic dependencies were validated with corresponding BH3-mimetics. We found high expression of anti-apoptotic BCL-2, MCL-1, and BCL-XL in DLBCL cell lines and patients. CHOP treatment resulted in both enhanced and altered anti-apoptotic dependency. Enhanced sensitivity to different BH3-mimetics after CHOP treatment was confirmed in specific cell lines, indicating heterogeneity of CHOP-induced resistance in DLBCL. Analysis of single CHOP compounds demonstrated that similar changes could also be induced by doxorubicin or vincristine, providing evidence for clinical combination therapies of doxorubicin or vincristine with BH3-mimetics in DLBCL. In conclusion, we show for the first time that CHOP treatment induces increased anti-apoptotic dependency on MCL-1 and BCL-XL, and not just BCL-2. These results provide new perspectives for the treatment of CHOP-resistant DLBCL and underline the potential of BH3 profiling in predicting therapy outcomes.",2019
31792461,A selective BCL-X,B-cell lymphoma extra large (BCL-X,2019
31786496,Investigating the protective actions of D-pinitol against arsenic-induced toxicity in PC12 cells and the underlying mechanism.,"Arsenic is awfully toxic metalloid responsible for many human diseases all over the world. Contrastingly, D-pinitol is a naturally occurring bioactive dietary compound has antioxidant properties. The objective of this study is to elucidate the protective actions of D-pinitol on arsenic-induced cytotoxicity and explore its controlling role in biomolecular mechanisms in PC12 cells. Obtained results demonstrated that co-exposure of D-pinitol with arsenic increases cell viability, decreases DNA damage and protects PC12 cells from arsenic-induced cytotoxicity by increasing glutathione (GSH) level and glutathione reductase (GR). Protein expression of western blot analysis showed that co-exposure of D-pinitol and arsenic significantly inhibited arsenic-induced autophagy which further suppressed apoptosis through up-regulation of survival factors; mTOR, p-mTOR, Akt, p-Akt, NF-кB, Nrf2, ERK1, GR, Bcl-x and down-regulation of death factors; p53, Bax, cytochrome c, LC3, although arsenic regulated those factors negatively. These results of this study suggested that D-pinitol protects PC12 cells from arsenic-induced cytotoxicity.",2020
31758295,Maackia amurensis agglutinin induces apoptosis in cultured drug resistant human non-small cell lung cancer cells.,"The emergence of multi drug resistance in non-small cell lung cancer (NSCLC) patients is a major challenge towards the efficacy of chemotherapy. Thus, there is an urgent need for the newer, better clinically targeted strategies to treat this disease. Earlier studies from our laboratory revealed the apoptotic activity of Maackia amurensis agglutinin (MAA) in human NSCLC cells. In this study, the effect of MAA on drug resistant NSCLC cells was investigated. Two Paclitaxel-resistant NSCLC sub-lines (A549/PTX100 and NCI-H460/PTX100) were developed from A549 & NCI-H460 cell lines respectively. The generation of drug resistance phenotype was confirmed by the expression of cell surface MDR-1. Both the drug resistant sub-lines showed distinct morphological alterations. MAA interacted with the cell-surface protein(s) of apparent M",2019
31754664,Utilizing PROTAC technology to address the on-target platelet toxicity associated with inhibition of BCL-X,"BCL-XL, an anti-apoptotic BCL-2 family protein, plays a key role in cancer cell survival. However, the potential of BCL-XL as an anti-cancer target has been hampered by the on-target platelet toxicity because platelets depend on BCL-XL to maintain their viability. Here we report the development of a PROTAC BCL-XL degrader, XZ424, which has increased selectivity for BCL-XL-dependent MOLT-4 cells over human platelets compared with conventional BCL-XL inhibitors. This proof-of-concept study demonstrates the potential of utilizing a PROTAC approach to achieve tissue selectivity.",2019
31751869,"Inhibiting the expression of anti-apoptotic genes BCL2L1 and MCL1, and apoptosis induction in glioblastoma cells by microRNA-342.","Glioma is an aggressive and lethal type of brain tumor that originates from glial cells. Glioblastoma cells confer considerable resistance to induction of apoptosis, which may be due to overexpression of anti-apoptotic proteins, or the reduction of the level of some pro-apoptotic proteins. MicroRNAs (miRNAs) can affect the cell biology pathways, including replication, autophagy, necrosis, and apoptosis by regulating gene expression. In this study, using bioinformatics methods, we selected the anti-apoptotic genes, BCL2L1 and MCL1, and microRNA that targeted them (miR-342). In the next step, the Lentiviral particles that contain miR-342 (LV-miR-342) were synthesized in HEK293T cell lines. Glioblastoma cell lines, U251 and U87, were transduced with LV-miR-342. The gene expression and apoptosis induction were then assayed by real-time PCR and flow cytometry respectively. The present study showed that increasing the expression of miR-342 reduced the expression of the anti-apoptotic genes, BCL2L1 and MCL1. The results of luciferase assay reports confirmed that miR-342 targeted BCL2L1 and MCL1. In addition, flow cytometry analysis indicated that miR-342 overexpression induced apoptosis in glioblastoma cells. As well as, Western blotting results confirmed a decrease in BCL2L1 protein following overexpression of miR-342 in glioblastoma cells. These findings may provide a novel therapeutic target for the treatment of glioblastoma.",2020
31730794,Three new prenyloxy chromanones from aerial parts of Hypericum aucheri.,"Three new prenyloxy chromanone derivatives, aucherine A-C (6, 7 and 9) as well as six known prenylated phloroglucinols (1-5 and 8) were isolated from the aerial parts of Hypericum aucheri Jaub. Et Spach. The structures of the isolated compounds were established by means of spectral techniques (HRESIMS, 1D and 2D NMR). The new compounds were tested on а panel of human tumor cell line using MTT assay. All tested compounds exerted moderate cytotoxicity with IC",2019
31727888,Targeting melanoma's MCL1 bias unleashes the apoptotic potential of BRAF and ERK1/2 pathway inhibitors.,"BRAF and MEK1/2 inhibitors are effective in melanoma but resistance inevitably develops. Despite increasing the abundance of pro-apoptotic BIM and BMF, ERK1/2 pathway inhibition is predominantly cytostatic, reflecting residual pro-survival BCL2 family activity. Here, we show that uniquely low BCL-X",2019
31726875,,,2020
31683603,HOXA9 Transcriptionally Promotes Apoptosis and Represses Autophagy by Targeting NF-κB in Cutaneous Squamous Cell Carcinoma.,"Tumor suppressor HOXA9 has been identified to promote apoptosis in cutaneous squamous cell carcinoma (cSCC). However, the mechanism of such pro-apoptotic role of HOXA9 remains obscure. KEGG (Kyoto Encyclopedia of Genes and Genomes) analysis of RNA-seq data showed that NF-κB, apoptosis and autophagy pathways are significantly regulated after HOXA9 knockdown. HOXA9 transcriptionally regulates RELA, the p65 subunit of NF-κB. Loss of HOXA9 in cSCC significantly upregulates RELA expression and thus enhances NF-κB pathway. Interestingly, RELA transcriptionally promotes not only anti-apoptotic factor BCL-XL but also autophagic genes including ATG1, ATG3, and ATG12. Our results reveal an enhanced NF-κB signaling network regulated by HOXA9, which contributes to repressed apoptosis and activated autophagy in cSCC development and may represent an intervention target for cSCC therapy.",2019
31676673,"Folliculin Interacting Protein 1 Maintains Metabolic Homeostasis during B Cell Development by Modulating AMPK, mTORC1, and TFE3.","Folliculin interacting protein 1 (Fnip1) is a cytoplasmic protein originally discovered through its interaction with the master metabolic sensor 5' AMP-activated protein kinase (AMPK) and Folliculin, a protein mutated in individuals with Birt-Hogg-Dubé Syndrome. In response to low energy, AMPK stimulates catabolic pathways such as autophagy to enhance energy production while inhibiting anabolic pathways regulated by the mechanistic target of rapamycin complex 1 (mTORC1). We previously found that constitutive disruption of ",2019
31671779,The Molecular Effects of Sulforaphane and Capsaicin on Metabolism upon Androgen and Tip60 Activation of Androgen Receptor.,"Androgen receptor (AR) stimulators, such as androgen and Tip60, play a pivotal role in prostatic carcinogenesis as androgen receptor signaling is critical for the growth and transformation of the prostate gland. Moreover, androgen and Tip60 promotes HIF-1α activation, involved in metabolic reprogramming by increasing glycolysis, a hallmark in cancer initiation and development. In this study we evaluated the effect of androgen and Tip60 stimulus in AR pathway activation and HIF-1α stabilization, in terms of proliferation and cell metabolism in androgen-sensitive LNCaP cells. The protective role of the bioactive compounds sulforaphane and capsaicin against the effect of these stimuli leading to pro-carcinogenic features was also addressed. Sulforaphane and capsaicin decreased nuclear AR, prostate specific antigen and Bcl-XL levels, and cell proliferation induced by androgen and Tip60 in LNCaP cells. These bioactive compounds prevented the increase in glycolysis, hexokinase and pyruvate kinase activity, and reduced HIF-1α stabilization induced by androgen and Tip60 in LNCaP cells. The protective role of sulforaphane and capsaicin on prostate cancer may rely on mechanisms involving the inhibition of Tip60, AR and HIF-1α effects.",2019
31653826,PROTAC induced-BET protein degradation exhibits potent anti-osteosarcoma activity by triggering apoptosis.,"Targeting oncogenic proteins for degradation using proteolysis-targeting chimera (PROTAC) recently has drawn increasing attention in the field of cancer research. Bromodomain and extra-terminal (BET) family proteins are newly identified cancer-related epigenetic regulators, which have a role in the pathogenesis and progression of osteosarcoma. In this study, we investigated the in vitro and in vivo anti-osteosarcoma activity by targeting BET with a PROTAC molecule BETd-260. The results showed that BETd-260 completely depletes BET proteins and potently suppresses cell viability in MNNG/HOS, Saos-2, MG-63, and SJSA-1 osteosarcoma cell lines. Compared with BET inhibitors HJB-97 and JQ1, the activity of BETd-260 increased over 1000 times. Moreover, BETd-260 substantially inhibited the expression of anti-apoptotic Mcl-1, Bcl-xl while increased the expression of pro-apoptotic Noxa, which resulted in massive apoptosis in osteosarcoma cells within hours. In addition, pro-oncogenic protein c-Myc also was substantially inhibited by BETd-260 in the OS cells. Of note, BETd-260 induced degradation of BET proteins, triggered apoptosis in xenograft osteosarcoma tumor tissue, and profoundly inhibited the growth of cell-derived and patient-derived osteosarcoma xenografts in mice. Our findings indicate that BET PROTACs represent a promising therapeutic agent for human osteosarcoma.",2019
31648320,BCL2L1 is associated with γ-globin gene expression.,"Fetal hemoglobin (HbF) expression is partially governed by the trans-acting quantitative trait loci BCL11A and MYB and a cis-acting locus linked to the HBB gene cluster. Our previous analysis of the Genotype-Tissue Expression database suggested that BCL2L1 was associated with HbF gene expression. In erythroid progenitors from patients with sickle cell disease, BCL2L1 messenger RNA (mRNA) levels were positively correlated with HBG mRNA and total HbF concentration (r2 = 0.72, P = .047 and r2 = 0.68, P = .01, respectively). Inhibition of BCL2L1 protein activity in HbF-expressing HUDEP-1 cells decreased HBG expression in a dose-dependent manner. Overexpression of BCL2L1 in these cells increased HBG expression fourfold (P < .05) and increased F cells by 13% (P < .05). Overexpression of BCL2L1 in erythroid progenitors derived from primary adult CD34+ cells upregulated HBG expression 11-fold (P < .05), increased F cells by 18% (P < .01), did not significantly affect cell differentiation or proliferation, and had a minor effect on survival. Although the mechanism remains unknown, our results suggest that BCL2L1 is associated with HbF gene activation.",2019
31638265,BH3 profiling discriminates the anti‑apoptotic status of 5‑fluorouracil‑resistant colon cancer cells.,"5‑Fluorouracil (5‑FU) is a cytotoxic anticancer drug commonly used for patients with advanced colon cancer. This drug effectively reduces the size of tumors to a certain degree; however, cancer cells can gradually acquire resistance, resulting in disease progression. To identify the mechanism of 5‑FU resistance, we established three 5‑FU‑resistant colon cancer cell lines and analyzed both apoptosis‑related protein expression levels and BH3 profiling. These 5‑FU‑resistant colon cancer cell lines acquired apoptotic resistance to 5‑FU. Although apoptosis‑related protein expression levels were altered in each 5‑FU‑resistant colon cancer cell line variably, BH3 profiling indicated BCLXL dependence in 5‑FU‑resistant HT‑29 cells only. Functional BCLXL inhibition in 5‑FU‑resistant HT‑29 cells not only sensitized the cells to apoptosis but also overcame 5‑FU resistance. The apoptotic BIM protein was preferentially sequestered, thereby resulting in acquired dependence on BCLXL for survival. Additionally, in vivo models showed that BCLXL inhibition controlled tumor progression. These results indicate that BH3 profiling facilitates the identification of the functional role of anti‑apoptotic proteins during drug resistance and has clinical implications for colon cancer in targeting specific proteins such as BCLXL.",2019
31612794,Design and activity detection of BH3-mimetic peptide based on Bcl-X,Communicated by Ramaswamy H. Sarma.,2020
31612791,"Binding mode of Pyridoclax to myeloid cell leukemia-1 (Mcl-1) revealed by nuclear magnetic resonance spectroscopy, docking and molecular dynamics approaches.","Myeloid cell leukemia-1 (Mcl-1) is an anti-apoptotic member of the Bcl-2 family proteins. Its amplification is one of the most frequent genetic aberrations found in human cancers. Pyridoclax, a promising BH3 mimetic inhibitor, interacts directly with Mcl-1 and induces massive apoptosis at a concentration of 15 µM in combination with anti-Bcl-x",2020
31612394,Copy Number Aberrations of Multiple Genes Identified as Prognostic Markers for Extrahepatic Metastasis-free Survival of Patients with Hepatocellular Carcinoma.,"Extrahepatic metastasis confers unfavorable patient prognosis in patients with hepatocellular carcinoma (HCC), however, reliable markers allowing prediction of extrahepatic metastasis at the time of initial diagnosis are still lacking. This study was to identify gene-level copy number aberrations (CNAs) related to extrahepatic metastasis-free survival of HCC patients, and further examine the associations between CNAs and gene expression. Array comparative genomic hybridization (aCGH) and expression array were used to analyze gene CNAs and expression levels, respectively. The associations between CNAs of a panel of 20 genes and extrahepatic metastasis-free survival were analyzed in 66 patients with follow-up period of 1.6-90.5 months. The gene expression levels between HCCs with and without gene CNA were compared in 109 patients with HCC. We observed that gains at MDM4 and BCL2L1, and losses at APC and FBXW7 were independent prognostic markers for extrahepatic metastasis-free survival of HCC patients. Integration analysis of aCGH and expression data showed that MDM4 and BCL2L1 were significantly upregulated in HCCs with gene gain, while APC and FBXW7 were significantly downregulated in HCCs with gene loss. We concluded that gene gains at MDM4 and BCL2L1, and losses at APC and FBXW7, with concordant expression changes, were associated with extrahepatic metastasis-free survival of HCC patients and have potential to act as novel prognostic markers.",2019
31595832,PTPRT epigenetic silencing defines lung cancer with STAT3 activation and can direct STAT3 targeted therapies.,"Signal Transducers and Activators of Transcription-3 (STAT3), a potent oncogenic transcription factor, is constitutively activated in lung cancer, but mutations in pathway genes are infrequent. Protein Tyrosine Phosphatase Receptor-T (PTPRT) is an endogenous inhibitor of STAT3 and PTPRT loss-of-function represents one potential mechanism of STAT3 hyperactivation as observed in other malignancies. We determined the role of PTPRT promoter methylation and sensitivity to STAT3 pathway inhibitors in non-small cell lung cancer (NSCLC). TCGA and Pittsburgh lung cancer cohort methylation data revealed hypermethylation of PTPRT associated with diminished mRNA expression in a subset of NSCLC patients. We report frequent hypermethylation of the PTPRT promoter which correlates with transcriptional silencing of PTPRT and increased STAT3 phosphorylation (Y705) as determined by methylation-specific PCR (MSP) and real time quantitative reverse transcription (RT)-PCR in NSCLC cell lines. Silencing of PTPRT using siRNA in H520 lung cancer cell line resulted in increased pSTAT3",2020
31587505,Quantifying the inhibitory effect of Bcl-xl on the action of Mff using live-cell fluorescence imaging.,"Mitochondrial fission regulates mitochondrial function and morphology, and has been linked to apoptosis. The mitochondrial fission factor (Mff), a tail-anchored membrane protein, induces excessive mitochondrial fission, contributing to mitochondrial dysfunction and apoptosis. Here, we evaluated the inhibitory effect of Bcl-xl, an antiapoptotic protein, on the action of Mff by using live-cell fluorescence imaging. Microscopic imaging analysis showed that overexpression of Mff induced mitochondrial fragmentation and apoptosis, which were reversed by coexpression of Bcl-xl. Microscopic imaging and live-cell fluorescence resonance energy transfer analysis demonstrated that Bcl-xl reconstructs the Mff network from punctate distribution of higher-order oligomers to filamentous distribution of lower-order oligomers. Live-cell fluorescence resonance energy transfer two-hybrid assay showed that Bcl-xl interacted with Mff to form heterogenous oligomers with 1 : 2 stoichiometry in cytoplasm and 1 : 1 stoichiometry on mitochondria, indicating that two Bcl-xl molecules primarily interact with four Mff molecules in cytoplasm, but with two Mff molecules on mitochondria.",2019
31566021,"Junduqing extractive promotes the apoptosis of nasopharyngeal carcinoma cells through down-regulating Mcl-1 and Bcl-xL and up-regulating Caspase-3, Caspase-8 and Caspase-9.","This study aimed to investigate the effect of Junduqing extractive on proliferation, apoptosis, migration and invasion of nasopharyngeal carcinoma (NPC) cells and the involved mechanism. Junduqing extractive was prepared. CCK-8 assay found that IC50 of Junduqing extractive in HNE-1 cells was 2.99 mg/ml, so its concentration of 1.0, 2.0 and 3.0 mg/ml was selected to perform the following experiments. HNE-1, HNE-2 and HONE1 cells were then divided into four groups: (1) Control (no treatment); (2) 1.0 mg/ml (1.0 mg/ml Junduqing); (3) 2.0 mg/ml (2.0 mg/ml Junduqing) and (4) 3.0 mg/ml (3.0 mg/ml Junduqing). Cell viability, apoptosis, migration and invasion were examined by CCK-8 assay, annexin V-FITC/PI staining, scratch wound assay and transwell assay, respectively. Compared with the control group, the viability, migration rates and invasive capacity of HNE-1, HNE-2 and HONE1 cells with Junduqing treatments decreased significantly. Higher concentration of Junduqing extractive caused lower viability, smaller migration rates and weaker invasive capacity. Compared with the control group, the apoptosis of HNE-1, HNE-2 and HONE1 cells after treatment with 2.0 and 3.0 mg/ml of Junduqing extractive increased remarkably. Levels of Bcl-xL, Mcl-1, Caspase-3, Caspase-8 and Caspase-9 were examined by western blotting. Compared with the control group, the expression of Bcl-xL and Mcl-1 and the expression of Caspase-3, Caspase-8 and Caspase-9 in HNE-1, HNE-2 and HONE1 cells were significantly down-regulated and up-regulated, respectively, after treatment with Junduqing extractive. In conclusion, Junduqing extractive could inhibit the proliferation, migration and invasion, and promote the apoptosis of human NPC cells through down-regulating Mcl-1 and Bcl-xL and up-regulating Caspase-3, Caspase-8 and Caspase-9.",2019
31541080,The pharmalogical reactivation of p53 function improves breast tumor cell lysis by granzyme B and NK cells through induction of autophagy.,"Cytotoxic T lymphocytes (CTL) and natural killer cells (NK)-mediated elimination of tumor cells is mostly dependent on Granzyme B apoptotic pathway, which is regulated by the wild type (wt) p53 protein. Because TP53 inactivating mutations, frequently found in human tumors, could interfere with Granzyme B-mediated cell death, the use of small molecules developed to reactivate wtp53 function in p53-mutated tumor cells could optimize their lysis by CTL or NK cells. Here, we show that the pharmalogical reactivation of a wt-like p53 function in p53-mutated breast cancer cells using the small molecule CP-31398 increases their sensitivity to NK-mediated lysis. This potentiation is dependent on p53-mediated induction of autophagy via the sestrin-AMPK-mTOR pathway and the ULK axis. This CP31398-induced autophagy sequestrates in autophagosomes several anti-apoptotic proteins, including Bcl-X",2019
31530567,N,The N,2019
31525028,Predicting and Experimentally Validating Hot-Spot Residues at Protein-Protein Interfaces.,"Protein-protein interactions (PPIs) are vital to all biological processes. These interactions are often dynamic, sometimes transient, typically occur over large topographically shallow protein surfaces, and can exhibit a broad range of affinities. Considerable progress has been made in determining PPI structures. However, given the above properties, understanding the key determinants of their thermodynamic stability remains a challenge in chemical biology. An improved ability to identify and engineer PPIs would advance understanding of biological mechanisms and mutant phenotypes and also provide a firmer foundation for inhibitor design. ",2019
31499069,XQ-1H alleviates cerebral ischemia in mice through inhibition of apoptosis and promotion of neurogenesis in a Wnt/β-catenin signaling dependent way.,"10-O-(N,N-dimethylaminoethyl)-ginkgolide B methanesulfonate (XQ-1H), a new derivative of ginkgolide B, has drawn great attention for its potent bioactivities against ischemia-induced injury. The purpose of this study was to further investigate the effect of XQ-1H against acute ischemic stroke by inducing middle cerebral artery occlusion/reperfusion (MCAO/R) injuries in mice.",2019
31492967,Stoichiometry and regulation network of Bcl-2 family complexes quantified by live-cell FRET assay.,"The stoichiometry and affinity of Bcl-2 family complexes are essential information for understanding how their interactome network is orchestrated to regulate mitochondrial permeabilization and apoptosis. Based on over-expression model system, FRET analysis was used to quantify the protein-protein interactions among Bax, Bcl-xL, Bad and tBid in healthy and apoptotic cells. Our data indicate that the stoichiometry and affinity of Bcl-2 complexes are dependent on their membrane environment. Bcl-xL, Bad and tBid can form hetero-trimers in mitochondria. Bcl-xL binds preferentially to Bad, then to tBid and Bax in mitochondria, whilst Bcl-xL displays higher affinity to Bad or tBid than to itself. Strikingly, Bax can bind to Bcl-xL in cytosol. In cytosol of apoptotic cells, Bcl-xL associates with Bax to form hetero-trimer with 1:2 stoichiometry, while Bcl-xL associates with Bad to form hetero-trimer with 2:1 stoichiometry and Bcl-xL associates with tBid to form hetero-dimer. In mitochondria, Bcl-xL associates with Bax/Bad to form hetero-dimer in healthy cells, while Bcl-xL associates with Bad to form hetero-tetramer with 3:1 stoichiometry in apoptotic cells.",2020
31470638,Effects of Polar Steroids from the Starfish ,"Despite significant advances in the understanding, prevention, and treatment of cancer, the disease continues to affect millions of people worldwide. Chemoradiation therapy is a rational approach that has already proven beneficial for several malignancies. However, the existence of toxicity to normal tissue is a serious limitation of this treatment modality. The aim of the present study is to investigate the ability of polar steroids from starfish ",2019
31462500,Pooled Genomic Screens Identify Anti-apoptotic Genes as Targetable Mediators of Chemotherapy Resistance in Ovarian Cancer.,"High-grade serous ovarian cancer (HGSOC) is often sensitive to initial treatment with platinum and taxane combination chemotherapy, but most patients relapse with chemotherapy-resistant disease. To systematically identify genes modulating chemotherapy response, we performed pooled functional genomic screens in HGSOC cell lines treated with cisplatin, paclitaxel, or cisplatin plus paclitaxel. Genes in the intrinsic pathway of apoptosis were among the top candidate resistance genes in both gain-of-function and loss-of-function screens. In an open reading frame overexpression screen, followed by a mini-pool secondary screen, anti-apoptotic genes including ",2019
31461953,Crystal Structure of African Swine Fever Virus A179L with the Autophagy Regulator Beclin.,Subversion of programmed cell death-based host defence systems is a prominent feature of infections by large DNA viruses. African swine fever virus (ASFV) is a large DNA virus and sole member of the ,2019
31449809,"Caracasine acid, an ent-3,4-seco-kaurene, promotes apoptosis and cell differentiation through NFkB signal pathway inhibition in leukemia cells.","Caracasine acid (CA) is an ent-3,4-seco-kaurene isolated from the plant Croton micans. Decreased cancer cell lines viability was reported upon CA treatment. The present study aimed to investigate the mechanism of CA induced cytotoxicity using two human cell lines, Jurkat E6.1 (human cell T lymphoma) and HL-60 (human acute promyelocytic leukemia). Significant increases of apoptotic cell death markers upon CA treatment were observed: annexin-V positiveness, potential mitochondrial disturbances, cell cycle changes, caspase activation, and CD95 expression. These effects were not detected in normal lymphocytes. CA induced the appearance of Bax, cleaved caspase 3, and cytochrome c release in Jurkat cells, and cleaved caspase 3 and phosphorylated p53 in HL60 cells. Likewise, downregulation of anti-apoptotic proteins such as Bcl-x (Jurkat), Bcl-2, and XIAP (HL60) was observed with CA treatment. Both pathways, intrinsic and extrinsic were activated when cell lines were treated with CA. NF-κB p65 inhibition was observed in Jurkat cells and cell differentiation in HL-60 cells. CA could be a potential leader compound for the development of new drugs for leukemia treatment in humans.",2019
31434075,Expression and Relationship of SAMHD1 with Other Apoptotic and Autophagic Genes in Acute Myeloid Leukemia Patients.,SAM domain- and HD domain-containing protein 1 (SAMHD1) is a cellular enzyme which is responsible for blocking replication in viruses and participates in the progression of many cancers.,2020
31413255,PTPσ inhibitors promote hematopoietic stem cell regeneration.,"Receptor type protein tyrosine phosphatase-sigma (PTPσ) is primarily expressed by adult neurons and regulates neural regeneration. We recently discovered that PTPσ is also expressed by hematopoietic stem cells (HSCs). Here, we describe small molecule inhibitors of PTPσ that promote HSC regeneration in vivo. Systemic administration of the PTPσ inhibitor, DJ001, or its analog, to irradiated mice promotes HSC regeneration, accelerates hematologic recovery, and improves survival. Similarly, DJ001 administration accelerates hematologic recovery in mice treated with 5-fluorouracil chemotherapy. DJ001 displays high specificity for PTPσ and antagonizes PTPσ via unique non-competitive, allosteric binding. Mechanistically, DJ001 suppresses radiation-induced HSC apoptosis via activation of the RhoGTPase, RAC1, and induction of BCL-X",2019
31401087,Morpholide derivative of the novel oleanolic oxime and succinic acid conjugate diminish the expression and activity of NF-κB and STATs in human hepatocellular carcinoma cells.,"Naturally occurring oleanolic acid (OA) possesses a hepatoprotective activity and ability to inhibit proliferation of human hepatocellular carcinoma cells. Both properties might be related to its anti-inflammatory activity. Its low bioavailability justifies the search for more hydrophilic OA derivatives. The aim of this study was the design and synthesis of four novel OA oxime derivatives conjugated with succinic acid at the C-3 position of oleanane skeleton structure and evaluation of their effect on NF-κB and STATs expression and activation in HepG2 cells. The expression of NF-κB and cyclooxygenase-2 (COX-2), STAT5A/B and STAT3 with its target genes: BAX, BCL-XL and MYC was evaluated after 24 h treatment with tested compounds. The comparison of the levels of cytosolic and nuclear NF-κB subunits p50, p65 and STATs proteins was used as the measure of their activation. The results pointed out the 3-succinyloxyiminoolean-12-en-28-oic acid morpholide (SMAM) as the most potent modulator of NF-κB and STAT3. SMAM significantly reduced the expression and activation of NF-κB as well as its nuclear protein level of p65 subunit. This compound also reduced the expression and activation of STAT3 and STAT5A/B. Combined effect of SMAM on these transcription factors resulted in reduced expression of COX-2, MYC and anti-apoptotic BCL-XL genes. Simultaneously, the increased expression of pro-apoptotic BAX gene was observed. In the cells treated with 3-succinyloxyiminoolean-12-en-28-oic acid (SMAA) the increased expression of BAX was also found. The effects of 3-succinyloxyiminoolean-12-en-28-oic acid benzyl ester (SMAEB) and 3-succinyloxyiminoolean-12-en-28-oic acid methyl ester (SMAEM) were moderate and ambiguous in relation to the tested factors. Moreover, the coordinated action of SMAM on NF-κB and STAT3 confirms their close association in HepG2 cells. We conclude that SMAM efficiently downregulates the key elements of signaling pathways involved in inflammatory driven HCC. Thus, may be considered as a potential chemopreventive or therapeutic agent in this type of cancer.",2019
